Nama_User,Rating,Tanggal,Ulasan,Ulasan_Bersih
Ana asiana,5,2023-10-28 08:46:35,Nyaman dan petugas sangat ramah,nyaman dan petugas sangat ramah
Erwin 549,3,2023-10-26 09:20:53,Setelah diupdate versi baru kenapa Aplikasi GOBIS tidak bisa dibuka.,setelah diupdate versi baru kenapa aplikasi gobis tidak bisa dibuka
Eka Nana,5,2023-10-24 20:19:07,Bagus,bagus
Rayssa Icha,5,2023-10-22 19:15:10,Alhamdulillah sangat memudahkan bagi para mahasiswa ketika pulang pergi kuliah,alhamdulillah sangat memudahkan bagi para mahasiswa ketika pulang pergi kuliah
Ardhan Febriansyah,4,2023-10-17 13:29:20,"Cukup membantu untuk mengetahui posisi bus, jadwal bus, dan okupansi bus.",cukup membantu untuk mengetahui posisi bus jadwal bus dan okupansi bus
Radiant,2,2023-10-13 06:33:51,"jujur ada senangnya ada kecewanya, tapi hari ini beneran kecewa berat siih, menunggu bis dari jam set6 pagi sampai jam set7 lewat padahal Bus ada di terminal. Padahal transposinya bagus. Mohon untuk Dishub diperbaiki lagi Terimakasih.",jujur ada senangnya ada kecewanya tapi hari ini beneran kecewa berat siih menunggu bis dari jam set pagi sampai jam set lewat padahal bus ada di terminal padahal transposinya bagus mohon untuk dishub diperbaiki lagi terimakasih
azhar adriansyah,2,2023-10-04 18:20:06,Tolong kalo bisa hire tim UI/UX jujur tampilannya jelek sekali. Seperti dibikin sekenanya. Bisa studi banding sama apps Jaklingo.,tolong kalo bisa hire tim ui ux jujur tampilannya jelek sekali seperti dibikin sekenanya bisa studi banding sama apps jaklingo
akam pandegasurabaya,5,2023-10-02 23:25:57,aplikasi kelar diupdate sering log out sendiri. balikin ke type lama sebelum update bisa apa ngga ya. maklum dipakai anak2 utk ke sekolah.,aplikasi kelar diupdate sering log out sendiri balikin ke type lama sebelum update bisa apa ngga ya maklum dipakai anak utk ke sekolah
Valencia1807,1,2023-09-28 18:21:42,Aplikasi apa seh ini. Ga guna Wira wiri ga Isa diklik. Jadwal ga ada. Kudu ke google. Di google juga jadwalnya jadwal palsu. Bus ya gitu ga guna. Cuma Isa liat letaknya doang. Jadwal ga ada. Fungsinya ada aplikasi ini itu apa. mau kemana ajah ga ada ancernya. Cuma ngeliat lokasi doang. Sama ajah palsu. Salah ga ada notif di halte ini kapan Dateng. Wira wiri selanjutnya bisa dinaikin apa nggak. Aku nungguin sejam di halte bus. Ini malah Wira wiri ya ga lewat lagi. Minimal ada tulisan ga trima lg,aplikasi apa seh ini ga guna wira wiri ga isa diklik jadwal ga ada kudu ke google di google juga jadwalnya jadwal palsu bus ya gitu ga guna cuma isa liat letaknya doang jadwal ga ada fungsinya ada aplikasi ini itu apa mau kemana ajah ga ada ancernya cuma ngeliat lokasi doang sama ajah palsu salah ga ada notif di halte ini kapan dateng wira wiri selanjutnya bisa dinaikin apa nggak aku nungguin sejam di halte bus ini malah wira wiri ya ga lewat lagi minimal ada tulisan ga trima lg
Anita Intan,2,2023-09-25 11:53:26,Perbaikin dong gl bisa daftar member nihhh nge stak di foto terus nge bug,perbaikin dong gl bisa daftar member nihhh nge stak di foto terus nge bug
Michelle Theorissa,4,2023-09-21 10:01:27,"saranku sih, mungkin aplikasinya dikasih fitur kalau mau kemana kasih rute bis apa saja, soalnya jujur , bingung gimana caranya",saranku sih mungkin aplikasinya dikasih fitur kalau mau kemana kasih rute bis apa saja soalnya jujur bingung gimana caranya
taaa syaaa,5,2023-09-18 09:55:10,Trimakasih Surabaya bis sayakerja kerja gak pernah terlambat dgn adanya surarabaya bus.makasih Suroboyo bis👃,trimakasih surabaya bis sayakerja kerja gak pernah terlambat dgn adanya surarabaya bus makasih suroboyo bis
Dewa Fatwa,5,2023-09-16 01:19:47,"Semoga selalu ditingkatkan aplikasinya, dan segera launching di AppStore",semoga selalu ditingkatkan aplikasinya dan segera launching di appstore
Toetik Heri,5,2023-09-15 14:26:53,"Alhamdulillah, merasa dimudahkan, nyaman, aman ketika mobilitas di surabaya",alhamdulillah merasa dimudahkan nyaman aman ketika mobilitas di surabaya
Badrus Sholeh,4,2023-09-13 07:06:23,"Ada yg kurang, untuk kapasitas yang tertera pada unit kadang tidak sesuai. Terutama pada Wira wiri Mohon di perbaiki 🙏🙏 terimakasih",ada yg kurang untuk kapasitas yang tertera pada unit kadang tidak sesuai terutama pada wira wiri mohon di perbaiki terimakasih
Ahmad Hafid,5,2023-09-10 19:36:45,Haltenya terlalu jauh pak @dishubsurabaya,haltenya terlalu jauh pak dishubsurabaya
Gerry Ardian,1,2023-09-10 11:36:42,"WW05 tidak ramah dalam berhenti distop mereka bilangnya berhenti dibawah halte padahal 2 feeder sebelumnya kelihatan dan bilang mohon maaf penuh, tapi feeder ww05 malah memarah marahi kami dan kami sudah berdiri 30 menit kepanasan. Apakah soprinya tidak kelihatan, mohon untuk SDM di didik agar ramah.",ww tidak ramah dalam berhenti distop mereka bilangnya berhenti dibawah halte padahal feeder sebelumnya kelihatan dan bilang mohon maaf penuh tapi feeder ww malah memarah marahi kami dan kami sudah berdiri menit kepanasan apakah soprinya tidak kelihatan mohon untuk sdm di didik agar ramah
Heni Nur H.,5,2023-09-01 17:58:52,bagus,bagus
Muh. Alwi Musyafa',4,2023-08-30 13:47:32,"Sudah bagus, alangkah baiknya jika dalam aplikasi ditambahkan fitur informasi untuk pengguna yang akan menuju ke suatu lokasi tujuan harus naik transportasi umum apa saja. Jadi pengguna tinggal memasukkan titik awal dan lokasi tujuan sebagaimana yang ada di google maps, kemudian akan menampilkan rute bus/wirawiri apa saja yang melewati tujuan tersebut. Jadi pengguna tidak akan kebingungan untuk transit dan berpindah transportasi umum lain.",sudah bagus alangkah baiknya jika dalam aplikasi ditambahkan fitur informasi untuk pengguna yang akan menuju ke suatu lokasi tujuan harus naik transportasi umum apa saja jadi pengguna tinggal memasukkan titik awal dan lokasi tujuan sebagaimana yang ada di google maps kemudian akan menampilkan rute bus wirawiri apa saja yang melewati tujuan tersebut jadi pengguna tidak akan kebingungan untuk transit dan berpindah transportasi umum lain
reyhan taqy,5,2023-08-29 08:48:39,"Aplikasi super, tapi sepertinya perlu update rute",aplikasi super tapi sepertinya perlu update rute
bobi bianto,5,2023-08-25 11:03:58,Mau download Wira Wiri gmn,mau download wira wiri gmn
Teh Nurul,3,2023-08-23 10:24:21,"Pg td anak saya berangkat sekolah dr terminal Bratang dg wira wiri FD07 minta diturunkan di genteng Krn sekolah di daerah sana, ktnya g ada, trus dinaikkan Wira Wiri lg dan diturunkan di Pandegiling 😥. Padahal mg kmrn ktk naik dr Bratang dg tujuan yg sama nyampe sekolah. Bingung dia. Knp berbeda rutenya?",pg td anak saya berangkat sekolah dr terminal bratang dg wira wiri fd minta diturunkan di genteng krn sekolah di daerah sana ktnya g ada trus dinaikkan wira wiri lg dan diturunkan di pandegiling padahal mg kmrn ktk naik dr bratang dg tujuan yg sama nyampe sekolah bingung dia knp berbeda rutenya
miftahul fitria,5,2023-08-22 17:06:54,"Saya sangat terbantu dengan adanya suroboyo bus ini, transportasi yang aman dan nyaman untuk berangkat / pulang kerja. Terima kasih suroboyo bus !",saya sangat terbantu dengan adanya suroboyo bus ini transportasi yang aman dan nyaman untuk berangkat pulang kerja terima kasih suroboyo bus
hendrik sternfeuer,5,2023-08-22 13:38:35,Brguna bgt bagi pengguna transum di Sby,brguna bgt bagi pengguna transum di sby
Kevin Vegard,5,2023-08-20 17:29:32,Yang saya suka di aplikasi ini adalah wirawiri dan trans jatim gabung jadi satu di aplikasi ini. Jadi saya gak perlu repot buat ngecek di aplikasinya trans jatim. Karena update 1.0.5.9 saya jadi gampang untuk melihat jadwal terbaru Suroboyo Bus/WiraWiri/Trans Jatim.,yang saya suka di aplikasi ini adalah wirawiri dan trans jatim gabung jadi satu di aplikasi ini jadi saya gak perlu repot buat ngecek di aplikasinya trans jatim karena update saya jadi gampang untuk melihat jadwal terbaru suroboyo bus wirawiri trans jatim
Fachri Adetya,5,2023-08-12 17:41:47,"Mohon tambahkan armada Wirawiri rute Mayjend balai kota,karena saya menunggu agak lama",mohon tambahkan armada wirawiri rute mayjend balai kota karena saya menunggu agak lama
anto dedi,5,2023-08-07 16:37:20,Bagus,bagus
Herdiyana,5,2023-08-03 16:07:20,Lpl.,lpl
Mochtarif Shocab,5,2023-07-31 12:23:21,Mantaap,mantaap
Andi Priyo Nugroho,4,2023-07-31 10:11:20,"Bagus, tapi kenapa suroboyo bus koridor gununganyar - kenpark, unesa - laguna tidak bisa di tracking, jadi kita tidak bisa pantau update posisinya.",bagus tapi kenapa suroboyo bus koridor gununganyar kenpark unesa laguna tidak bisa di tracking jadi kita tidak bisa pantau update posisinya
Love Live Sido Sura,3,2023-07-28 09:25:32,Mau bertanya kenapa rute dari Kenjeran ke Wonokromo tidak ada di list ya?,mau bertanya kenapa rute dari kenjeran ke wonokromo tidak ada di list ya
Prillia Vip,3,2023-07-26 06:42:42,"Sangat membantu sih,, tapi jalur ke kenjeran - gunung anyar kok gk da diaplikasi?? Tpi pernah liat bus arah situ?? Apa beda aplikasi bwt liat jalur bis itu?!",sangat membantu sih tapi jalur ke kenjeran gunung anyar kok gk da diaplikasi tpi pernah liat bus arah situ apa beda aplikasi bwt liat jalur bis itu
Ardie Pandu,3,2023-07-26 06:17:44,"Jadwal keberangkatan bis kacau, contoh 26 Juli naik SB12 jadwal 6.10 dari bungur terlambat 6.16 baru berangkat, membuat perjalanan kerja terlambat datang ke kantor. Tapi kadang maju 6.05 sudah berangkat, jadi kita ikut bis selanjutnya 6.20. Kondisi bus nyaman, paling kerusakan pada hidrolik pintu susah tutup, jumlah kursi sedikit, tombol stop rusak, AC kalau siang panas",jadwal keberangkatan bis kacau contoh juli naik sb jadwal dari bungur terlambat baru berangkat membuat perjalanan kerja terlambat datang ke kantor tapi kadang maju sudah berangkat jadi kita ikut bis selanjutnya kondisi bus nyaman paling kerusakan pada hidrolik pintu susah tutup jumlah kursi sedikit tombol stop rusak ac kalau siang panas
Agung Handani,5,2023-07-22 17:22:32,Sangat berguna buat warga surabaya,sangat berguna buat warga surabaya
Hariyanto Yuska,5,2023-07-20 06:43:25,bagus dan bermanfaat,bagus dan bermanfaat
Sulach sono,1,2023-07-18 22:07:08,G isa d buka d Vivo V5Lite,g isa d buka d vivo v lite
aditya ferky,1,2023-07-17 06:14:56,"Tidak Update , Rute Unesa - ITS tidak muncul",tidak update rute unesa its tidak muncul
Muslimah Pencerah,2,2023-07-16 10:44:08,"Semoga aplikasinya nanti dilengkapi dengan info halte terdekat dan pilihan tujuan.. jadi bisa sama atau lebih mudah penggunaannya dari apk ojol yaa.. Jujur saya masih kesulitan dgn apk ini, sayang kan klo bus2 yg bagus2 itu tdk dimanfaatkan optimal.. semoga sarannya bisa diterimaa 😊",semoga aplikasinya nanti dilengkapi dengan info halte terdekat dan pilihan tujuan jadi bisa sama atau lebih mudah penggunaannya dari apk ojol yaa jujur saya masih kesulitan dgn apk ini sayang kan klo bus yg bagus itu tdk dimanfaatkan optimal semoga sarannya bisa diterimaa
Mardijanto Aspar,5,2023-07-16 06:17:11,"Alhamdulilah atas kepedu Cak Erik selaku Walikota Surabaya terhadap masyarakat Surabaya menyediakan angkutan umum dengan biaya terjangkau,kami sudah sering naik wirawiri dari Benowo ke Tunjungan ke Bungurasih, dan yang perlu saya informasikan ke Cak Erik untuk pemberhentian menurunkan/menaikan penumpang : Jaraknya terlalu jauh dan tidak ada tempat duduk,atap, kare na kalo musim hujan penum pang menunggu angkot wira wira kepanasan dan kehujan an.",alhamdulilah atas kepedu cak erik selaku walikota surabaya terhadap masyarakat surabaya menyediakan angkutan umum dengan biaya terjangkau kami sudah sering naik wirawiri dari benowo ke tunjungan ke bungurasih dan yang perlu saya informasikan ke cak erik untuk pemberhentian menurunkan menaikan penumpang jaraknya terlalu jauh dan tidak ada tempat duduk atap kare na kalo musim hujan penum pang menunggu angkot wira wira kepanasan dan kehujan an
Mari Belajar,1,2023-07-14 18:13:47,Wes bener bener rute TIJ - TOW malah diganti UNESA - TOW Longor poll Poleh ga enak numpak wira wiri sumpek,wes bener bener rute tij tow malah diganti unesa tow longor poll poleh ga enak numpak wira wiri sumpek
Windu Kurinasari,5,2023-07-12 20:47:30,"I'M REALLY TO LOVE ""SUROBOYO BUS"", Because THE BEST",i m really to love suroboyo bus because the best
Saiful Ansori,3,2023-07-12 16:49:16,Siplah,siplah
fauzaan2,5,2023-07-11 16:29:49,Siip,siip
Septiana Kalista,5,2023-07-11 07:24:58,Baik,baik
Akun Game,3,2023-07-10 16:52:43,Update nya di percepat tentang penambahan rute tow Unesa,update nya di percepat tentang penambahan rute tow unesa
Dicky Sabujah (Jak Mania Depok),5,2023-07-10 09:15:20,aplikasinye Bagus sangat membantu ane yg dri Luar Surabaya ( Ane dari Jakarta ) dan baru pertama kali ke Surabaya & Saya salut drivernya semua juga ramah2 dan membantu memberihkan arahan jalan,aplikasinye bagus sangat membantu ane yg dri luar surabaya ane dari jakarta dan baru pertama kali ke surabaya saya salut drivernya semua juga ramah dan membantu memberihkan arahan jalan
Edi Wantoro,5,2023-07-10 06:02:52,Memuaskan dan Sangat membantu,memuaskan dan sangat membantu
Udi Widodo,5,2023-07-10 04:41:32,Top scorer,top scorer
Berty Septiyana,2,2023-07-05 12:15:38,Kook ii,kook ii
Sri rahayu Jaya abadi,5,2023-07-04 12:29:18,"Nyaman, pegawenya ramah",nyaman pegawenya ramah
endin prasetiawan,5,2023-07-03 12:20:03,Sangat membantu top surabaya,sangat membantu top surabaya
Dodik Hariono,1,2023-07-02 13:32:52,"aplikasi ga jelas, manfaatnya dimana?",aplikasi ga jelas manfaatnya dimana
Chintya Putri,5,2023-06-30 18:38:17,Bisa melihat dri mna bis tayo suroboyo,bisa melihat dri mna bis tayo suroboyo
Muhammad Rizky Hadi.S,2,2023-06-20 22:40:30,"Tampilan aplikasinya mohon diperbaiki,,biar lebih fresh dan mudah buat penggunanya",tampilan aplikasinya mohon diperbaiki biar lebih fresh dan mudah buat penggunanya
Bangkit Mentalist,5,2023-06-20 12:54:58,"Aplikasi angkutan umum terbaik, sangat membantu dalam memenuhi kebutuhan warga Surabaya dan sekitarnya.",aplikasi angkutan umum terbaik sangat membantu dalam memenuhi kebutuhan warga surabaya dan sekitarnya
moly moly,1,2023-06-18 18:57:31,"Jadwal tidak sesuai, bus tidak berhenti di halte langsung lewat begitu saja",jadwal tidak sesuai bus tidak berhenti di halte langsung lewat begitu saja
samsul huda,5,2023-06-12 07:19:49,Top,top
Fandy Khrisna lazuardi,3,2023-06-08 21:07:11,"Bagus sih, tapi ya sering dapet supirnya galak, kapan hari naik bus dapet supir rada galak, ngomongnya ngegas. Harusnya yg gak tau di kasih tau dengan baik, bukannya malah ngegas!! Mohon ditindak lagi lah",bagus sih tapi ya sering dapet supirnya galak kapan hari naik bus dapet supir rada galak ngomongnya ngegas harusnya yg gak tau di kasih tau dengan baik bukannya malah ngegas mohon ditindak lagi lah
U G,3,2023-06-07 10:25:37,"AC kurang dingin mengingat bnyk penumpang, mohon di perhatikan ntk kenyamanan para penumpang",ac kurang dingin mengingat bnyk penumpang mohon di perhatikan ntk kenyamanan para penumpang
Aster Nawang Palupi,5,2023-06-05 11:37:54,Bagus,bagus
Krisna,4,2023-06-01 09:45:54,Untuk Rute wira wiri rute terlalu dekat jadi kalau mau ke kecamatan lain harus oper dan jalan agak jauh untuk ke rute selanjutnya,untuk rute wira wiri rute terlalu dekat jadi kalau mau ke kecamatan lain harus oper dan jalan agak jauh untuk ke rute selanjutnya
nabila rahmah,1,2023-05-29 09:53:33,Sekarang gak ada rute merr,sekarang gak ada rute merr
Lilik Indrawati,1,2023-05-29 04:24:04,knp d hp saya setelah terinstal kok g bisa d buka aplikasinya,knp d hp saya setelah terinstal kok g bisa d buka aplikasinya
Novita shanum,5,2023-05-28 13:58:36,"Tidak bs ditracking suroboyo bus nya..loading terus min..mungkin bs 
diperbaiki ya",tidak bs ditracking suroboyo bus nya loading terus min mungkin bs diperbaiki ya
Krisna Yudha,1,2023-05-27 09:07:25,Tidak seperti awal peluncuran. Sekarang AC Bus tidak dingin dan berasa sauna. Dan usul jam layanan diperpanjang sampe jam 22.00 malam. Dikarenakan pekerja dipusat perbelanjaan baru tutup jam 22.00 malam. Kemudian diapp antarmuka ditambahi menu jadwal keberangkatan,tidak seperti awal peluncuran sekarang ac bus tidak dingin dan berasa sauna dan usul jam layanan diperpanjang sampe jam malam dikarenakan pekerja dipusat perbelanjaan baru tutup jam malam kemudian diapp antarmuka ditambahi menu jadwal keberangkatan
dr kabel (One Stop Online Video),3,2023-05-26 08:55:44,tolong pengumuman yang muncul terus menerus dilayar menerus sangat membosankan,tolong pengumuman yang muncul terus menerus dilayar menerus sangat membosankan
NiaNiuNeo,5,2023-05-26 07:06:02,Setelah berpuluh taun gak pernah naik fasum akhirnya nyobain karena kepo banget hahahaaha enak adeemmm nyaman cuma g nyamanya dr penumpang lain aja yg terlalu berisik berasa naik kendaraan pribadi ☺☺☺,setelah berpuluh taun gak pernah naik fasum akhirnya nyobain karena kepo banget hahahaaha enak adeemmm nyaman cuma g nyamanya dr penumpang lain aja yg terlalu berisik berasa naik kendaraan pribadi
ozi dharma,1,2023-05-26 06:32:04,"3x pengalaman aku naik ini di terminal bungurasih, tgl 26 2023 pkl.06:15.wib saya lari2 dan mau masuk ke bis tapi langsung di tutup, padahal kursi masih ada yang kosong, giliran penumpang cewek langsung di buka in pintu... mohon maaf ini bus khusus cewek apa untuk semua gender???",x pengalaman aku naik ini di terminal bungurasih tgl pkl wib saya lari dan mau masuk ke bis tapi langsung di tutup padahal kursi masih ada yang kosong giliran penumpang cewek langsung di buka in pintu mohon maaf ini bus khusus cewek apa untuk semua gender
Eny Asfiah,5,2023-05-25 11:58:06,Top bus,top bus
ariek eko triyono,5,2023-05-22 19:18:29,Suroboyoku bersih dan hijau,suroboyoku bersih dan hijau
Su Harnik,5,2023-05-18 14:03:40,Saya merasa sangat terbantu dng adanya suroboyo bus dan semanggi suroboyo saya bisa menggunakan transpotasi ini dengan aman dan nyaman Terima kasih atas jasanya!!!!!,saya merasa sangat terbantu dng adanya suroboyo bus dan semanggi suroboyo saya bisa menggunakan transpotasi ini dengan aman dan nyaman terima kasih atas jasanya
R Djoko Basuki,5,2023-05-16 18:22:33,Saya dari bonbin ke bungurasih gratis tis tiiiss... Karena lansia ... Maturnuwun Gobis,saya dari bonbin ke bungurasih gratis tis tiiiss karena lansia maturnuwun gobis
Faskho Nashrulloh,3,2023-05-15 12:03:54,"Klau dihalte RSI selalu dilewati sama ww nya, pdhl mau habis pulang sekolah mau naik tp selalu kelewatan, pdhl sdh ditunggu didepan stop bus",klau dihalte rsi selalu dilewati sama ww nya pdhl mau habis pulang sekolah mau naik tp selalu kelewatan pdhl sdh ditunggu didepan stop bus
Adji Nugroho,5,2023-05-14 01:02:41,Nyaman,nyaman
Hindarto Ongko,5,2023-05-13 07:42:28,Memudahkan kami beractivitas serta menghemat waktu,memudahkan kami beractivitas serta menghemat waktu
Eka Putra,4,2023-05-11 12:05:03,Memperlancar moda transportasi di surabaya,memperlancar moda transportasi di surabaya
mazz Bisma,5,2023-05-07 23:34:31,Aplikasi sangat membantu untuk pemantauan posisi feeder untuk saya yang sering menggunakannya,aplikasi sangat membantu untuk pemantauan posisi feeder untuk saya yang sering menggunakannya
Avi Salwa,5,2023-05-04 13:35:08,Waw,waw
zhei istamar,4,2023-05-04 12:54:27,Aplikasi menguntungkan bagi pengguna suroboyo biss,aplikasi menguntungkan bagi pengguna suroboyo biss
BRIAN AKBAR,4,2023-05-01 20:32:10,Untuk yg lewat sekolah SMK to SMK kurang,untuk yg lewat sekolah smk to smk kurang
Prenjak Lol,4,2023-05-01 18:05:21,"Daftar member, nunggu kode OTP lewat email tp gk masuk2 alhasil membernya tidak diintefikasi ... Ini gimana aplikasinya?? Tolong dipermudah dong",daftar member nunggu kode otp lewat email tp gk masuk alhasil membernya tidak diintefikasi ini gimana aplikasinya tolong dipermudah dong
Ahmad Syaifudin,5,2023-04-30 14:48:33,"Great app,good job",great app good job
Masandi Yuliadi,5,2023-04-29 14:12:18,Tertata rapi beda dengan bus dahulu kala,tertata rapi beda dengan bus dahulu kala
Moch Rokhim,5,2023-04-29 11:07:55,sangat membantu sekali...👍,sangat membantu sekali
Deshi Anis,2,2023-04-29 10:12:04,Seharusnya di setiap diskripsi tentang tempat disertakan alat transportasi untuk menuju ke tempat tersebut...,seharusnya di setiap diskripsi tentang tempat disertakan alat transportasi untuk menuju ke tempat tersebut
Dzky 1890,2,2023-04-27 12:18:59,Tidak ada rute dari Kenjeran/kenpark,tidak ada rute dari kenjeran kenpark
yayak ray,4,2023-04-23 04:56:57,Sangat bermanfaat bagi masyarakat yang kesehariannya naik transportasi umum.,sangat bermanfaat bagi masyarakat yang kesehariannya naik transportasi umum
SUNARNO DRS,5,2023-04-20 17:12:10,Gobis sangat membantu masyarakat,gobis sangat membantu masyarakat
Anik Suprijati,5,2023-04-16 19:20:17,Mantap nyaman dan aman,mantap nyaman dan aman
Sketsa Wajah,1,2023-04-16 15:26:46,"Habis diperbarui malah gak lengkap fiturnya, aneh ini",habis diperbarui malah gak lengkap fiturnya aneh ini
BAMBANG LUKMANDOKO,5,2023-04-15 13:58:56,Sangat nyaman dan membantu,sangat nyaman dan membantu
Anggan Cahyarino,1,2023-04-14 11:52:27,"Aplikasi bagus, cuma saran saja koridornya lebih dilengkapi lagi, lalu destinasi juga perlu diberi info kendaraan umum apa yang bisa dinaiki, dan utk destinasi yang sudah tutup seperti THR bisa dihapus saja dari menu aplikasi 👍",aplikasi bagus cuma saran saja koridornya lebih dilengkapi lagi lalu destinasi juga perlu diberi info kendaraan umum apa yang bisa dinaiki dan utk destinasi yang sudah tutup seperti thr bisa dihapus saja dari menu aplikasi
Lukman Febriansah,1,2023-04-02 17:37:53,"Parah sih Wirawiri Suroboyo dengan nomor WW01, barusan ditinggal udah dikasih tanda stop udah nunggu dihalte tandes dari tadi malah gk berhenti malah langsung ditinggal padahal masih kosong didalam parah parah sumpah",parah sih wirawiri suroboyo dengan nomor ww barusan ditinggal udah dikasih tanda stop udah nunggu dihalte tandes dari tadi malah gk berhenti malah langsung ditinggal padahal masih kosong didalam parah parah sumpah
Btcinvestasi titipkreditcicilanrumah,1,2023-04-02 06:02:33,Ini apk buat penipuan bro dengan modus baru Mana ada GoBiz Suroboyo Bus,ini apk buat penipuan bro dengan modus baru mana ada gobiz suroboyo bus
Vicki Wibowo,5,2023-04-01 17:36:23,makin hari makin Goodd beda kaya operator bus semangka,makin hari makin goodd beda kaya operator bus semangka
Ghafira Aisyah,1,2023-03-31 10:01:26,"Ada penumpang di halte malah lanjut terus ga berhenti, niat apa ngga?",ada penumpang di halte malah lanjut terus ga berhenti niat apa ngga
Sakti Panji,5,2023-03-30 15:24:02,Sangat membantu orang yg TDK punya kendaraan,sangat membantu orang yg tdk punya kendaraan
rizka fiddiyansyah,1,2023-03-27 13:06:03,Lemot,lemot
Abuyazid ar,3,2023-03-26 08:48:48,"Aplikasi bagus, mungkin saran untuk lebih baik dalam memberikan informasi dan pelayanan sperti: - aplikasi bisa mendeteksi halte terdekat - ada fitur peta/rute/jaringan tranportasi umum di kota sby - ada fitur/ peta halte yg di lalui bus dg format gambar, fitur rekomendasi tranportasi umum ke tempat wisata, ada rute ke tempat2 wisata. jadi lebih mudh membaca informasinya. Semoga segera integrasi, dg stasiun dan jalur tranportasi umum lainnya.",aplikasi bagus mungkin saran untuk lebih baik dalam memberikan informasi dan pelayanan sperti aplikasi bisa mendeteksi halte terdekat ada fitur peta rute jaringan tranportasi umum di kota sby ada fitur peta halte yg di lalui bus dg format gambar fitur rekomendasi tranportasi umum ke tempat wisata ada rute ke tempat wisata jadi lebih mudh membaca informasinya semoga segera integrasi dg stasiun dan jalur tranportasi umum lainnya
Sri Fatmawati,2,2023-03-23 06:36:54,Mau menanyakan apakah aplikasi gobis tidak tersedia untuk ios? Karena anak saya kesulitas jika tidak ada aplikasi gobis. Bagaimana ya?? Dulu di ios ada kok sekarang tidak ada?. Mohon perhatiannya. Terima kasih.,mau menanyakan apakah aplikasi gobis tidak tersedia untuk ios karena anak saya kesulitas jika tidak ada aplikasi gobis bagaimana ya dulu di ios ada kok sekarang tidak ada mohon perhatiannya terima kasih
teguh budi,2,2023-03-22 13:23:48,Hrs terus berbenah.. smoga tdk sekadar pencitraan diawal bersemangat nmun selanjutnya terlupakan...,hrs terus berbenah smoga tdk sekadar pencitraan diawal bersemangat nmun selanjutnya terlupakan
Ratna Noona nana,1,2023-03-20 10:26:30,Rute bus unessa-its mana kok hilang? bus masih beroperasi tapi kok rute menghilang. Kalo ada saran dan kritik mohon di follow up dong,rute bus unessa its mana kok hilang bus masih beroperasi tapi kok rute menghilang kalo ada saran dan kritik mohon di follow up dong
Rafa Dimas,5,2023-03-19 14:12:10,Bagus,bagus
wandi permana,2,2023-03-17 18:42:15,Jadwal di google tidak sama dengan kedatangan bisnya harus di tingkatkan ini SDM nya Jangan pada bercanda padahal bus dan jalan Surabaya sudah paling mantap luas dan tanpa macet .. Kecewa banget udah lari2 ngejar waktu pas datang ke halte ternyata ga ada bis nya ampun dah jadwal kacau ga jelas Suroboyo bis ini..,jadwal di google tidak sama dengan kedatangan bisnya harus di tingkatkan ini sdm nya jangan pada bercanda padahal bus dan jalan surabaya sudah paling mantap luas dan tanpa macet kecewa banget udah lari ngejar waktu pas datang ke halte ternyata ga ada bis nya ampun dah jadwal kacau ga jelas suroboyo bis ini
rizky fajar oka,4,2023-03-16 18:04:47,Sebaiknya diberi informasi terkait halte,sebaiknya diberi informasi terkait halte
IAS P?,5,2023-03-16 15:25:29,Sangat keren dan modern dan murah,sangat keren dan modern dan murah
budi sulistiyo,1,2023-03-15 23:23:45,"ratingMU tidak bisa dibohongi bozzz...apk kurang canggih,akomodasi transportasi juga masih banyak kekuragannya",ratingmu tidak bisa dibohongi bozzz apk kurang canggih akomodasi transportasi juga masih banyak kekuragannya
Nurlaylabakari,3,2023-03-15 17:14:38,Letak nan lokasi lebih akurat lagi,letak nan lokasi lebih akurat lagi
Theklik Xzy,5,2023-03-12 19:26:35,Penasaran,penasaran
Ade Ryan Rachmat,5,2023-03-12 00:21:39,Thanks you very much,thanks you very much
rizky alamsyah,5,2023-03-11 17:11:42,Membantu mengetahui posisi Suroboyo bus dan wirawiri Suroboyo feeder,membantu mengetahui posisi suroboyo bus dan wirawiri suroboyo feeder
LETNANSUNOTO TNI AD 45,4,2023-03-10 21:35:04,Dicoba dulu..,dicoba dulu
achmad rudi churniawan,4,2023-03-10 10:16:33,untuk bus wara wiri mohon di kasih gos tracking stiap armada donk... biar tau lokasi nya ada dimana biar memudahkan mau naik bisa cek lokasi sampek mana busnya,untuk bus wara wiri mohon di kasih gos tracking stiap armada donk biar tau lokasi nya ada dimana biar memudahkan mau naik bisa cek lokasi sampek mana busnya
Daniel Putera Nugroho,1,2023-03-10 05:01:21,Saya beri bintang 1 dulu karna untuk daftar jd member aja masih ada bug waktu mau ngambil foto dr galeri. Mungkin bisa dibenahi dulu,saya beri bintang dulu karna untuk daftar jd member aja masih ada bug waktu mau ngambil foto dr galeri mungkin bisa dibenahi dulu
yusti anggraeni,2,2023-03-09 06:39:47,Aplikasiku kok g iso d buka yo? Opoo iki min? Pdhal wes tk update,aplikasiku kok g iso d buka yo opoo iki min pdhal wes tk update
